genename	coding_BF
CHST15	0.5456623706
GNPAT	0.62032594
GABPB2	0.7271742348
ADM2	0.8991908316
DLX3	0.7021116821
ARSE	0.5456623706
RASGRP2	0.5508827525
ZPBP	0.7756857479
CRMP1	0.5384439088
C20orf112	0.5833669839
PRAMEF4	0.7075988765
EPN1	0.5394687364
TOP1	0.5789179708
UCN2	0.9042114622
UQCRC2	0.7145235177
TYRO3	0.4655384053
HTR3C	0.7021116821
NR0B1	0.5456623706
OVOL2	0.7941895209
PREP	0.5657906483
COX16	0.9172622257
CCNL2	0.5394687364
LMAN2L	0.7187136371
GLB1L	0.5969384028
OLFML3	0.7034791309
TADA3	0.7034791309
RGS14	0.5384439088
U2AF2	0.5467021322
PASD1	0.5867281195
NACC2	0.5604166837
RPUSD1	0.679301708
TM9SF4	0.5508827525
SPAM1	0.7187136371
HTR6	0.5456623706
USH1G	0.5435892858
LONRF3	0.5593485593
SYK	0.5519333253
CLOCK	0.5734084702
PLAU	0.6993854446
DCTN4	0.7145235177
SLC9A6	0.555098124
IL1F10	0.8936676211
CABIN1	0.5951367192
XKR7	0.5384439088
G6PD	0.5446247567
UGDH	0.7034791309
PPP1R9B	0.5467021322
GOLGA6A	0.5487881179
PLCD3	0.5425559531
SPPL2A	0.7271742348
NCBP1	0.555098124
STEAP2	0.7257566489
GTPBP1	0.5508827525
BRE	0.7606238302
GALNT5	0.5273093236
PEG10	0.5446247567
IRGC	0.5313290555
HDAC5	0.3479482665
PES1	0.5508827525
CYP7A1	0.6819429442
PLCXD3	0.7926293539
HS6ST1	0.5508827525
DND1	0.6993854446
DIDO1	0.3451178106
AGPAT5	0.7103599397
TPD52L3	0.8945559599
MID2	0.5822512588
FBXO42	0.5647113931
COL6A6	3.5892499417
DCAF12L1	0.5425559531
NAB1	0.715917266
SLC1A6	0.5333513926
SEMA7A	0.5313290555
UBQLN3	0.6038524293
JMJD5	0.7048494751
HPS3	0.4620560627
AOAH	0.5867281195
LPIN2	0.4770542735
TXNRD2	0.6132068263
PCDHB9	0.5394687364
THBD	0.5293150448
AGAP4	0.5508827525
KLHL4	0.5946528801
OR5F1	0.7833380561
TOX	0.6472079241
DOK6	0.7429679103
TUBB4A	0.5303210117
ZNF776	0.7215218857
FFAR3	0.6966707098
RASIP1	0.5435892858
LRRC8B	0.5647113931
HIF1A	0.5529860749
KCNN1	0.5425559531
ARPC1A	0.7145235177
SLC12A1	0.4770542735
KRTAP10-6	0.6966707098
SLC37A2	0.6038524293
GSG1	0.7879688143
NOLC1	0.6050132033
C14orf38	0.5614870244
SIGLEC7	0.6845953463
SPATA18	0.6061764022
HOXB3	0.5333513926
SLC25A11	0.6966707098
TMEM120B	0.7021116821
CCDC127	0.7848783459
TIGD5	0.5394687364
GJA4	0.6953176394
TACC1	0.5679558872
UGT2B17	0.7103599397
CLIP3	0.5333513926
AHR	0.5519333253
LPCAT1	0.5446247567
GMCL1	0.715917266
OR4N2	0.7957530278
NCLN	0.5404956832
C12orf26	0.6472079241
MMP11	0.6050132033
ABCB7	0.5712206427
PRB2	0.7802673274
SWT1	0.5778114865
SH3PXD2B	0.405477769
USP33	0.5604166837
GPR137C	0.7300184453
PIAS4	0.5435892858
FBXW7	0.6239191334
COPB2	0.5498343517
PTPN6	0.5415247538
P2RY8	0.5668721447
ARAF	0.5404956832
ARHGEF6	0.5833669839
BLMH	0.7145235177
ZNF282	0.5323391809
PTPLA	0.866256113
PPP1R16B	0.5734084702
NLGN4Y	0.6953176394
SMYD2	0.7089779471
KLHL3	0.5778114865
GDF10	0.5384439088
GGA2	0.6167552216
C3orf52	0.8984760774
C3orf38	0.7802673274
COL1A1	0.2430076498
ASB18	0.8020406086
ZSCAN20	0.4560298294
F2	0.5333513926
MBD1	0.5394687364
SUPV3L1	0.5456623706
C6orf191	0.8993696167
AP5B1	0.5233226022
ONECUT2	0.5384439088
ZMYND12	0.7561674882
HNF1A	0.52630956
FBXO15	0.7229304813
CUL4B	0.557218939
GABRG1	0.7285948313
PCCB	0.6336120291
SGK1	0.6509706882
HOXA10	0.693967425
IWS1	0.5498343517
CXXC11	0.5343656952
SHISA6	0.6484595458
CPEB4	0.5604166837
SLC22A5	0.5844850322
HLX	0.525311855
RANBP10	0.5657906483
VPS11	0.4551759281
ANGEL2	0.6832677463
ZNF14	0.6585677388
KIAA1755	0.3943602925
SEPHS2	0.6926200601
KBTBD6	0.536400592
PALB2	0.4586019863
DPP9	0.3987670692
SLC1A7	0.5303210117
SRPK3	0.5374211955
ZSCAN18	0.536400592
DBX1	0.6885949973
COG3	0.5467021322
PKD2L1	0.5456623706
ZNF689	0.5273093236
FAM53C	0.693967425
PLAC1L	0.8901238495
TRPC1	0.5647113931
RANBP3	0.5415247538
PANK2	0.6085100966
ZNF471	0.6779852612
LIPF	0.7787368733
BRAF	0.5969384028
PGBD1	0.5867281195
PAX7	0.5561574333
UTP18	0.6096806031
C19orf45	0.5992334731
ANKRD20A4	0.5540410062
NXPH4	0.6912755382
CDH17	0.536400592
CLK1	0.6912755382
SPIRE1	0.6143871538
C1orf146	0.9004431401
ZNF7	0.6050132033
ACO2	0.4681688625
ADRBK2	0.5844850322
ZNF430	0.7075988765
GPR39	0.5811378518
LIMS2	0.6885949973
ZNF92	0.7007471222
CCDC106	0.6926200601
PTPRG	1.2349241977
ZNF296	0.5343656952
ARHGAP17	0.4788532366
MLXIPL	0.4526246237
ZNF30	0.6447125494
TTYH1	0.693967425
ZNF677	0.6899338527
GAS2L2	0.4467317567
PLGRKT	0.908719942
AVIL	0.519368598
LGR4	0.5425559531
MAP7D2	0.5636343741
ZNF189	0.6872589653
KRT86	0.5323391809
NR1D1	0.5323391809
ZNF484	0.5889805626
RNF40	0.3786487509
PNLIP	0.6966707098
DSN1	0.7818010525
PET112	0.6287452841
MAPKAP1	0.6336120291
PRICKLE4	0.6832677463
GIT1	0.4492470079
AIM2	0.7741650615
TMIE	0.8830820743
MPP2	0.5353820935
SORCS2	0.3703662282
SNRNP35	0.7741650615
GBA3	0.7271742348
ZBTB22	0.5313290555
CLGN	0.6845953463
TTLL10	0.6912755382
ANKRD20A1	0.5508827525
AMACR	0.6885949973
RPL3	0.6832677463
NR2C2AP	0.881856005
ZNF746	0.5283111504
NSD1	0.5962761286
KRTAP10-4	0.6845953463
HELB	0.4560298294
TMPRSS4	0.6859257505
ANKRD20A3	0.5498343517
RARB	0.7048494751
SLC22A4	0.5889805626
IFFO1	0.5144716596
ITK	0.6132068263
EZH2	0.5540410062
MRPL38	0.6819429442
PCDHA9	0.3102033316
ANKRD20A2	0.5498343517
TCF25	0.459462869
DENND1B	0.62032594
DLG3	0.5498343517
FAM126A	0.7075988765
PHACTR3	0.6073420314
PVRL1	0.5415247538
DOK5	0.7429679103
F12	0.4484068866
SMEK1	0.5446247567
SLC22A20	0.7711334038
SLC9B2	0.7021116821
AGPAT6	0.7021116821
FBXO31	0.5374211955
AP4E1	0.5283111504
IKBKE	0.5174037741
SP110	0.5789179708
CSNK1G3	0.7285948313
MSRB1	0.8785374259
CASC3	0.5384439088
SATB1	0.5425559531
KIAA1804	0.5233226022
NCK2	0.5647113931
SOWAHB	0.5283111504
MN1	0.2408592018
TUBGCP5	0.4543237626
AKAP8	0.4551759281
CBFA2T2	0.5789179708
CYP4X1	0.67405253
C5orf49	0.8444172961
DDX24	0.5243162039
BMPR1B	0.7034791309
CHODL	0.8555148689
ZNF148	0.5822512588
PADI2	0.5144716596
OR51F1	0.8004636649
NHSL2	0.6167552216
TPRN	0.6872589653
TRIL	0.5273093236
FBXL17	0.8020406086
SCAF11	0.4017346003
ZNF587	0.6649722386
DHRS7	0.7711334038
SYT3	0.5293150448
LRRC32	0.5243162039
TENC1	1.0576303303
ZNF317	0.52630956
NOP58	0.6966707098
HSPA14	0.693967425
N4BP3	0.5293150448
ASPN	0.7741650615
EEPD1	0.5540410062
LRTM2	0.6766715868
TIFA	0.8750588533
ESPN	0.5323391809
ACSF3	0.5293150448
HS3ST4	0.7187136371
MAP3K3	0.5353820935
ZCWPW2	0.8036209311
PRSS50	0.679301708
ARMCX5-GPRASP2	0.5723134207
PITPNM2	0.9516528929
NLRP14	0.5057830669
BID	0.7711334038
DHX15	0.5425559531
KDM2A	0.3622799534
DKFZp761E198	0.5233226022
ADAM8	0.5096248279
CAMKK2	0.5273093236
KCNJ4	0.5293150448
GALNT10	0.5745057965
TMEM150B	0.7651087406
CLUL1	0.738623887
FAH	0.6688474085
KIF3B	0.5435892858
AHSA2	0.9212907208
ZMYM2	0.4200509022
TRMT6	0.6766715868
FANCI	0.4434018436
SFXN3	0.7606238302
UBE2D4	0.8790605078
ACAP2	0.5844850322
HNRNPUL2	0.5283111504
KIR3DL1	0.6806209335
FLOT1	0.679301708
MLLT1	0.5394687364
TMTC2	0.5343656952
C8orf84	0.7651087406
KLHL18	0.5456623706
CD160	0.8811562254
L3MBTL3	0.558282646
PTRF	0.5283111504
INPP4B	0.525311855
KCNJ5	0.6688474085
RRS1	0.6753606785
C5AR1	0.6806209335
GOLM1	0.6953176394
HAO2	0.7651087406
SCMH1	0.6108535566
MRPL40	0.8702139948
MYBL2	0.5374211955
MORC4	0.5343656952
SERINC5	0.7117448612
ZNF814	0.5283111504
ABHD15	0.5878531689
ZDHHC5	0.5333513926
PTTG2	0.868662921
DDX26B	0.5446247567
CHD5	0.531892414
CASC5	0.2513632496
PSG2	0.7666100935
ACSL5	0.600384602
UHMK1	0.6859257505
STK36	1.5621511977
DUX4	0.525311855
SPOCK3	0.7802673274
FLRT2	0.5394687364
KPNB1	0.5333513926
TAF6L	0.5174037741
TMEM43	0.6766715868
WDR47	0.5353820935
LATS1	0.4603255068
CTIF	0.5273093236
BMPR1A	0.6497137986
IRAK1	0.5243162039
COG8	0.5223310452
SLITRK1	0.5115575834
MCRS1	0.6714444873
MAP3K4	0.302981704
SLC7A1	0.5213415286
PPARGC1A	0.5293150448
IRX5	0.5223310452
LILRA2	0.662402352
AGA	0.7546883553
TUBD1	0.7400688189
CSN2	0.8684907652
MGEA5	0.5333513926
SLC24A2	0.5980847418
SUGP1	0.5273093236
MAN1A1	0.5657906483
MCMDC2	0.6953176394
ITGAM	0.3435181384
GMEB2	0.519368598
DDB2	0.6806209335
TSKS	0.5174037741
ZNF496	0.525311855
LZTS1	0.5164243909
KCNF1	0.5105902124
SLC5A6	0.5679558872
STAR	0.7576497734
SPR	0.8660844759
LPL	0.6714444873
CCNO	0.6727471351
FAM82A2	0.657294901
GRM1	0.4458967406
MLH3	0.3800486111
IGFALS	0.5134983025
FAM171A2	0.5233226022
COPB1	0.5223310452
PEBP1	0.8655697864
GPX8	0.8645414052
RNF180	0.7756857479
HIST1H2AA	0.856531577
NUP43	0.7621156163
SELO	0.5105902124
HSD17B12	0.7532123675
GTF3C4	0.5233226022
WDR70	0.5844850322
TMIGD2	0.7532123675
KLHL1	0.5833669839
SEMA3B	0.4392772966
ICAM2	0.7576497734
GPR77	0.6714444873
APLP1	0.5213415286
GUSB	0.5164243909
RHOBTB1	0.52630956
FGFRL1	0.5105902124
NSRP1	0.6980266426
P2RY6	0.679301708
SNRK	0.5273093236
UBE3A	0.5519333253
NID2	0.276362448
CA10	0.7756857479
BDKRB2	0.667552965
TBX15	0.6993854446
TRPV4	1.6382114906
SCARB1	0.5901103058
SF3A1	0.5223310452
RUNX1T1	0.5734084702
MAP7D3	0.5213415286
WASL	0.6966707098
CENPP	0.8239883251
ZNF354B	0.6727471351
PRICKLE3	0.519368598
BCAT2	0.67405253
TBX19	0.6714444873
PPP2R3B	0.5303210117
C16orf93	0.7910725189
NFIC	0.5374211955
C6orf118	0.6547572388
GFRAL	0.76811465
TBC1D25	0.5243162039
DCLRE1B	0.6560247364
ZFX	0.5384439088
TRAF3	0.5604166837
ZNF70	0.667552965
TMEM200C	0.667552965
COL8A1	0.5679558872
GPR83	0.6753606785
ELFN1	0.5223310452
MAPK10	0.7201162733
UHRF2	0.5425559531
CYP4F22	0.5756054045
EGR4	0.5164243909
ZNF192	0.6701445805
CAV3	0.855684229
SLITRK2	0.5174037741
NPL	0.8452525164
FZD1	0.4384573964
LCAT	0.667552965
PLEKHH2	0.377254485
TRMT61A	0.6649722386
RIBC2	0.747339723
CDRT1	0.5353820935
SNTG2	0.6611214581
SLC2A13	0.6560247364
STK32C	0.5901103058
RIOK3	0.6766715868
BLK	0.5833669839
RLTPR	1.0855249459
ST20-MTHFS	0.88028235
GULP1	0.8318318404
COPG	0.5115575834
EXOC3L4	0.5767072995
RAB11FIP5	0.5164243909
LMO3	0.8850125024
SLC47A2	0.5889805626
BRD2	0.5333513926
STAT3	0.5293150448
OXCT2	0.5144716596
PLK1	0.5067405494
RTP3	0.8524726116
SPATA22	0.8347940604
FZD10	0.4319576922
LZTS2	0.5174037741
ZNF134	0.744422084
TNNI3	0.8539922669
PRRT3	0.5086614256
FUT8	0.6598432558
KLHL13	0.6108535566
IL18RAP	0.6534924023
OR5H15	0.8217158104
MRPL13	0.8799330639
MATN4	0.4360076481
DDX60L	0.3428902751
CLCN3	0.5353820935
RNF220	0.5844850322
SPAG5	0.4343827401
NR1D2	0.6688474085
NPEPPS	0.5374211955
DNAJB12	0.667552965
OR5H14	0.8199350446
ARFGAP3	0.679301708
FBXL22	0.744422084
GPR37	0.5164243909
C6orf211	0.7458793525
CIB1	0.8489381741
SAP18	0.8509558969
TCF20	0.2383082091
CEP85L	0.6085100966
PTPN18	0.6472079241
UGT2A2	0.7103599397
HSPBP1	0.6662612437
ATP6V1B1	0.5604166837
SPPL2C	0.5067405494
ACCSL	0.6447125494
STX10	0.744422084
GPR17	0.657294901
TRAPPC2L	0.847260713
PLA2G4C	0.6447125494
PPM1E	0.5901103058
SLC23A2	0.5394687364
SCGB1D1	0.9286646547
IGF2BP2	0.5745057965
CBFA2T3	0.5213415286
KBTBD12	0.6547572388
CDCA2	0.4944452723
ENOX2	0.6227188956
TDRD6	0.2642498399
RLBP1	0.738623887
BANP	0.5425559531
MARK1	0.5435892858
XPOT	0.5243162039
ITGA11	0.3348403801
ZNF816-ZNF321P	0.8563620344
FOLR1	0.8179971759
ALPI	0.5690418811
LRRC8D	0.5415247538
ZNF394	0.5734084702
KAL1	0.5789179708
GALK1	0.6598432558
LEFTY2	0.6547572388
PROX1	0.5233226022
GZF1	0.5000792752
PRSS36	0.477952836
RFTN2	0.7021116821
RPS6KA1	0.5096248279
NPAS4	0.5105902124
PRR5L	0.6926200601
TMCC1	0.6050132033
ALDH18A1	0.5125269453
ALDOB	0.744422084
MTTP	0.5243162039
KLHL11	0.5115575834
ITFG1	0.6287452841
PLSCR5	0.8491061188
EIF2C4	0.525311855
ZFP62	0.5125269453
TNFRSF6B	0.6560247364
SLC24A4	0.5394687364
NOX1	0.667552965
C11orf82	0.5636343741
TRIM10	0.6509706882
CXorf57	0.5233226022
KCNC3	0.5096248279
POP5	0.8449183205
CNTF	0.842749547
SPTLC1	0.6912755382
STIM2	0.5636343741
PRDM15	0.2743846342
GDPD3	0.7328747537
PTDSS1	0.6806209335
FAM22F	0.5105902124
NAA25	0.5243162039
MAG	0.5000792752
KLHDC9	0.7328747537
MMP17	0.4981935658
ANKRD33	0.6534924023
ARSK	0.679301708
PTCD1	0.4981935658
CLDN25	0.8415842542
SPINK13	0.9364764452
GPR149	0.5174037741
TAF1C	0.4255624588
ABL2	1.7988433319
IFIH1	0.4972536081
ITIH1	0.4247703096
NCKAP1L	0.4368225757
USP10	0.5077000008
HIPK4	0.5010250356
MRGPRX1	0.7328747537
SLC7A11	0.6753606785
TNPO2	0.4351943707
PRKCD	0.5125269453
IDI2	0.8115734993
SERPINB13	0.7371820216
MND1	0.874364938
WHSC2	0.5125269453
NARS	0.6422276271
IFT122	0.329387592
TNPO1	0.5283111504
MED27	0.7532123675
ANKRD34A	0.504827549
TBX3	0.5077000008
TLR7	0.5067405494
BBX	0.525311855
INSM2	0.504827549
PODN	0.4981935658
DLL3	0.5690418811
DPPA4	0.8083822493
ZNF408	0.4925826201
FIGN	0.5374211955
SLC6A2	0.5038739912
MAPK4	0.5446247567
MRP63	0.8387615462
NOL3	0.7314450838
RBM25	0.525311855
KRT77	0.5657906483
RBM5	0.5057830669
TBX20	0.6714444873
OCRL	0.5213415286
BPIFB3	0.6385197381
KDELC2	0.7371820216
ASNS	0.6534924023
BCL2L13	0.6899338527
CALD1	0.557218939
STAC	0.7187136371
FAM208A	0.5105902124
TRIM14	0.5701301312
RDH12	0.7415168243
C11orf74	0.872805816
NUDT1	0.8362794708
SNAP47	0.6484595458
GGT1	0.5067405494
TTC5	0.7201162733
SAMD12	0.8832573784
DPYSL5	0.5343656952
CDK11B	0.4517776426
CSE1L	0.5203540477
GALNT12	0.6611214581
ADCK4	0.5712206427
KCNK13	0.6872589653
KCNG2	0.5096248279
HMX2	0.6509706882
NUDT22	0.7271742348
VSIG10L	0.5038739912
SACM1L	0.6701445805
TRIM28	0.504827549
CX3CL1	0.6472079241
TBL1X	0.5734084702
ELMO3	0.4224034508
TIMM50	0.5657906483
TRIM22	0.6980266426
IRF5	0.6360607398
GPX2	0.8341347993
STARD6	0.8492740996
GPR146	0.6472079241
CDH7	0.5213415286
EPS8L2	0.4916541528
TNKS1BP1	0.2341214116
ALOX5	0.519368598
WDPCP	0.6155699504
ALPP	0.4916541528
MGAT2	0.6484595458
EVL	0.6727471351
GZMH	0.8231759291
RSRC2	0.7328747537
SCIN	0.7371820216
CSH2	0.832653531
MFSD6	0.5303210117
GON4L	0.8985616793
TTC39C	0.6993854446
UBC	0.5614870244
SLC36A1	0.6497137986
ACSM1	0.6287452841
SLFN14	0.5010250356
PPIP5K1	0.3263999543
MEN1	0.5010250356
DTX2	0.5057830669
RTN4IP1	0.7458793525
VN1R2	0.8004636649
CHRM3	0.5822512588
ZNF497	0.4935129919
ADCK1	0.592376862
ZNF529	0.7532123675
ULBP3	0.8004636649
PRKCSH	0.5647113931
ITCH	0.5540410062
NUP188	1.0429312408
IPP	0.6688474085
HIST1H2AJ	0.8290446817
GPR37L1	0.6409890708
SYT10	0.6636859434
PIGN	0.5969384028
OBP2A	0.8262676759
NTRK2	0.632391517
OR5M3	0.798890092
PKMYT1	0.6447125494
SPECC1	0.5293150448
PTPRN	0.4271515727
ARHGEF33	0.5154470209
STIM1	0.5604166837
XRN2	0.525311855
SPRYD5	0.8344643591
LUZP2	0.7895190082
RFX6	0.5038739912
LCMT1	0.7502697984
MFSD2B	0.6484595458
ACPL2	0.6522302208
ATG13	0.6688474085
DKK4	0.822364404
MANSC1	0.7229304813
KREMEN1	0.6701445805
STK32B	0.6806209335
GTSE1	0.4963155762
ENPP7	0.5593485593
EFR3B	0.5323391809
FAM59B	0.5010250356
TJP2	0.335452265
ZNF473	0.4916541528
REXO2	0.8285538853
NDUFA6	0.8267569998
TESK2	0.6167552216
ATAD3A	0.5029223893
SAYSD1	0.8239883251
TBC1D14	0.5223310452
LCP1	0.6459589272
WDTC1	0.5115575834
NAF1	0.657294901
RNF183	0.8212297303
ASS1	0.6534924023
EPDR1	0.7941895209
TAS2R40	0.7957530278
FAM19A3	0.825778667
ANKRD5	0.5467021322
LYPLAL1	0.8437497662
JHDM1D	0.5144716596
ALB	0.6447125494
NTNG2	0.5115575834
FOXP4	0.5077000008
MRPS18A	0.8265938568
PCDHB12	0.4169362697
SENP1	0.6611214581
LRRN2	0.4991354534
TMEM174	0.8217158104
TUFT1	0.7300184453
MTMR9	0.6434687847
ABCA8	0.335452265
SAC3D1	0.8238257761
SUN5	0.7215218857
WDR44	0.5323391809
NBPF14	0.5374211955
CT62	0.9074551079
C9orf152	0.8624886272
FBXO17	0.8052046401
ITFG2	0.6422276271
PPP6R3	0.5456623706
CCBL1	0.6611214581
CHML	0.6409890708
LTBP3	0.3107665253
ZNF664	0.8349589643
MED20	0.8272466388
SHMT1	0.6497137986
SLC11A2	0.6547572388
C8orf38	0.8349589643
OR13C9	0.8202585078
TYMP	0.6422276271
SLCO2A1	0.5712206427
SLC34A3	0.5203540477
TAS1R1	0.4743695749
CASS4	0.5019727389
NACA	2.3714255711
LRP5	0.4839536864
ICAM4	0.7145235177
SULT1C2	0.8179971759
DAK	0.5561574333
FAM134C	0.6472079241
MARK4	0.4981935658
PHEX	0.5636343741
ZNF717	0.5038739912
VRTN	0.4925826201
HKDC1	0.4069856221
TTC33	0.8372713411
FOXP2	0.6026940747
KCND1	0.4953794657
MCART2	0.7895190082
MKLN1	0.632391517
HSPB9	0.8179971759
SFTPC	0.8163860897
ERBB2	0.3170353983
POU1F1	0.8274099219
MYEF2	0.6534924023
ASXL1	1.1835927531
PPP2R2C	0.6038524293
CRYBB2	0.8179971759
ZXDA	0.4935129919
BAMBI	0.8179971759
SH2D5	0.6397531097
KLF12	0.679301708
CPQ	0.7187136371
FGF13	0.7926293539
ISPD	0.7910725189
RAB41	0.8163860897
GPAT2	0.4944452723
SERPIND1	0.6348351014
NFKB2	0.4925826201
BCAM	0.4852078538
ZMPSTE24	0.7243420667
IQCA1	0.5394687364
CA1	0.8382644909
ZMYM5	0.6534924023
YY1AP1	0.5614870244
TTC21A	1.5302782956
CRISP1	0.8347940604
ZNF268	0.9081776355
AK1	0.8163860897
TMCC3	0.6497137986
RNF123	1.2249645846
SAMD4B	0.5019727389
C2CD2L	0.4833829557
PI4KB	0.5010250356
PHF11	0.8220400377
EDC3	0.6611214581
KIF11	0.5086614256
CSF1R	0.423190809
EXOC3L2	0.6385197381
TM2D1	0.8329824543
ZNF841	0.4991354534
FOXK1	0.5000792752
SNX13	0.5394687364
CCNH	0.8217158104
KIF13B	1.0964640877
TMEM176A	0.8115734993
GPLD1	0.4797554796
RPS2	0.7075988765
RELB	0.4916541528
SLC26A3	0.5540410062
OSCP1	0.7201162733
GPN3	0.8179971759
TM7SF2	0.7103599397
FRMD1	0.5467021322
LNPEP	0.5183851749
FRS3	0.6287452841
TMEM156	0.822364404
GAS2L1	0.6348351014
IPO7	0.5105902124
OR5T3	0.8115734993
LCN1	0.8115734993
SMARCAD1	0.5154470209
KIAA0408	0.6167552216
C6orf105	0.8196117201
NMT2	0.6472079241
ZFP30	0.7173139703
WDR3	0.5223310452
LRRC41	0.4972536081
COL9A2	0.5498343517
SYCP2L	0.5647113931
SATB2	0.5508827525
EDA	0.6806209335
PRR14	0.5477440463
TYW1B	0.6038524293
USP37	0.5293150448
CTNNA1	0.4699314645
MKRN3	0.6311735593
SV2A	0.4916541528
JPH2	0.4925826201
SDAD1	0.6251218854
OR10A6	0.8115734993
ACY3	0.7075988765
SFTPA1	0.8131742595
LRRTM1	0.4879592441
BTD	0.6447125494
ACRC	0.5000792752
PRDM11	0.6547572388
NIT2	0.7926293539
KIF18B	0.4861231074
SLC16A6	0.6360607398
ZNF783	0.5529860749
PRC1	0.6215211664
COQ10B	0.8204202914
USHBP1	0.5374211955
TDRD10	0.7271742348
NCOA6	0.2391552702
POP4	0.8083822493
MAP7D1	0.4953794657
TRIM8	0.4916541528
MAN1C1	0.5415247538
SPTB	0.424496811
GAP43	0.8301911034
SESN2	0.6360607398
KCNC2	0.5333513926
RBM26	0.5164243909
RAB11FIP3	0.5010250356
NHLRC1	0.6299581502
OR2T11	0.7802673274
FAM71E2	0.4870402361
LDLRAD3	0.7075988765
ISYNA1	0.4788532366
SLC45A4	0.3543849112
OR4X1	0.8020406086
LINGO3	0.4898029148
SLTM	0.426356212
SLC17A7	0.4879592441
TRMU	0.7075988765
OR13H1	0.8067917436
TDRD5	0.504827549
APPL1	0.6275349551
SMOX	0.5477440463
WSCD1	0.5446247567
ELL3	0.7458793525
EXOC4	0.4717012746
PRRT4	0.4888801356
PRX	0.8083822493
CAMK1D	0.6845953463
HSPH1	0.5529860749
TAPBPL	0.679301708
OR4A5	0.8083822493
CNNM1	0.5000792752
SLC9A7	0.5313290555
KRT72	0.6311735593
PIGP	0.8901238495
EXOC8	0.4861231074
TCERG1L	0.6727471351
CLCN5	0.5519333253
COPS7B	0.8179971759
CBL	0.5105902124
SMYD3	0.7458793525
SLC6A9	0.4861231074
CCDC150	0.4981935658
ETV5	0.6484595458
PTCHD3	0.4797554796
MMP15	0.4824733028
MAGED1	0.519368598
MPHOSPH10	0.6311735593
CPEB3	0.5778114865
BCAS1	0.6143871538
DNAJC6	0.5134983025
HDAC4	0.2724221615
ABCA2	0.2642972148
SMG8	0.4761575452
CLDND2	0.8052046401
OR8J3	0.8036209311
NT5C3	0.8249643513
BBS7	0.6263271574
LRRC8C	0.5668721447
TMEM232	0.6038524293
CDH9	0.5323391809
ZNF429	0.6585677388
HTR2B	0.7062227214
POU2F1	0.558282646
CBLC	0.6287452841
NEFL	0.4852078538
ABCD1	0.4907275858
XPO1	0.5029223893
SLC17A4	0.7075988765
KIAA0664	0.2212507667
MMP9	0.4690492644
TNFAIP3	0.4870402361
HIC2	0.4944452723
DUX2	0.4861231074
LRRC33	0.4681688625
MAP3K12	0.4888801356
ZNF615	0.6108535566
BARD1	0.555098124
ART5	0.798890092
EPC1	0.5115575834
PEX11B	0.8052046401
EPSTI1	0.7201162733
RPS6KA5	0.5313290555
ABHD3	0.7201162733
HNRNPM	0.4824733028
MAGEC1	0.4852078538
GRHL1	0.6311735593
AURKAIP1	0.8020406086
C10orf68	0.6753606785
ELMO2	0.5529860749
C19orf54	0.8004636649
SMCR8	0.4717012746
TIMP2	0.8163860897
IDE	0.5125269453
FAM75D3	0.4852078538
ING2	0.8020406086
PCIF1	0.4852078538
PRICKLE1	0.5105902124
CHURC1-FNTB	0.6727471351
YAP1	0.6701445805
ZC3H7A	0.4935129919
TNFAIP2	0.6215211664
TICAM1	0.4824733028
SLC39A7	0.6727471351
SLC39A12	0.6372889501
C2orf40	0.881856005
PDCD2	0.7926293539
SBDS	0.8020406086
DUX4L7	0.4833829557
DGKG	0.4981935658
NTN3	0.6015381341
CNP	0.6227188956
MMACHC	0.7756857479
KIF23	0.4833829557
C6orf170	0.4568854703
TIMM21	0.798890092
C2orf63	0.693967425
BOP1	0.4861231074
O3FAR1	0.6191332108
HTR3D	0.7957530278
RANBP6	0.4761575452
PYCRL	0.76811465
SMPD1	0.5384439088
EFHD1	0.8218779067
CCDC69	0.7895190082
MEX3B	0.4725888927
EGFL6	0.6372889501
NT5C1B-RDH14	0.5313290555
RSBN1L	0.5057830669
PANX2	0.4824733028
ARG1	0.7973198823
ZFYVE1	0.4824733028
ZBTB16	0.5000792752
FTSJD2	0.4916541528
ZNF708	0.7117448612
ERBB3	0.351150586
RFX4	0.5425559531
RAP1GAP2	0.525311855
LILRB5	0.5833669839
FHOD1	0.3051841242
DSE	0.5174037741
ACOT1	0.6227188956
AMOTL2	0.4690492644
CKAP2	0.6263271574
PRSS57	0.7957530278
PHF20L1	0.4907275858
C15orf52	0.6061764022
TMEM59	0.7711334038
ATG9B	0.477952836
NPC2	0.8823812364
ADAMTSL5	0.6191332108
GAB2	0.5456623706
ZNF10	0.6993854446
GBP3	0.6701445805
ANKRD36B	0.5115575834
LANCL2	0.6372889501
APOF	0.7941895209
CDH24	2.0271617361
ZC3H6	0.4907275858
ALG1	0.6215211664
ZNF184	0.6215211664
HUNK	0.4972536081
PRKAG1	0.8020406086
OR9A2	0.7941895209
ZNF845	0.4824733028
AK2	0.8083822493
SPIRE2	0.4734783248
TNFRSF10B	0.6766715868
FGF12	0.7864219294
EHD1	0.4833829557
ZBTB7A	0.4815655086
LIPJ	0.798890092
OR2F2	0.7895190082
SART3	0.4107819504
TSPYL1	0.6155699504
ZIC1	0.4788532366
TMCO1	0.8952673224
SEC24B	0.4327644044
FAM214A	0.5038739912
DDX39A	0.6191332108
OR2C3	0.7606238302
ZNF750	0.4761575452
PKP1	0.4806595688
CABP2	0.7941895209
VPS16	0.4637936852
